id,label,value,low,high,unit,tier,source,anchor,url,as_of,caveat,used_in
rd_mileage_market_elasticity,Coming-to-market hazard per doubling of cohort mileage,1.03,,,times,MEASURED,analysis/readiness_mileage_report.md,Comes to market >> Twice the mileage,,2026-09-21,"UK DVSA anonymised MOT extracts, Open Government Licence v3.0, streamed not stored. Whole years of age on both sides (test or advert year minus year of first use). An MOT starts at three, so no car younger than that is seen. British: layer 1 is Dutch, and this layer is a shape, which the project has measured three times is the half that travels. Elasticity 0.041, standard error 0.024 - no effect. And a single slope is the wrong summary: the profile is arched, both ends under-represented (0.85x least-driven, 0.84x most-driven) and the middle at 1.05x. THIS IS THE EVENT THE LEDGER CARES ABOUT, so layer 2 contributes almost nothing to a to-market hazard. Quote it with rd_mileage_exit_elasticity, never alone.",Context
rd_mot_id_cross_release,Vehicle id identical across two releases of test year 2024,0.9999,,,share of shared tests,MEASURED,analysis/readiness_mot_id_report.md,...with an identical vehicle id >> Figure,,2026-09-21,"UK DVSA anonymised MOT extracts, Open Government Licence v3.0. DVSA's user guide states the id is derived from the registration and the VIN; this is the measurement rather than the claim. It is what makes layer 2 possible at all. 202,060 tests present in both the May 2025 and the June 2026 release, built thirteen months apart by pipelines that format the odometer differently.",Context
rd_mot_id_make_model,Make and model agree when a car is followed a year on,1.0000,,,share of followed cars,MEASURED,analysis/readiness_mot_id_report.md,...whose make and model agree >> Figure,,2026-09-21,"UK DVSA anonymised MOT extracts, Open Government Licence v3.0. DVSA's user guide states the id is derived from the registration and the VIN; this is the measurement rather than the claim. It is what makes layer 2 possible at all. 249,716 January 2024 cars found again in January or February 2025. Quote it with rd_mot_id_chance or it means nothing.",Context
rd_mot_id_chance,Make and model agreeing by chance,0.0088,,,share,MEASURED,analysis/readiness_mot_id_report.md,Make and model agreeing by chance >> Figure,,2026-09-21,"The null for rd_mot_id_make_model, from the sample's own make and model distribution. First-use date by chance is 0.0007. Ids are also sparse - a 303k sample spans 3,707 to 1,499,987,839 - so a coincidental collision is itself rare.",Context
rd_mot_odometer_monotone,Followed cars whose odometer has not gone backwards,0.9929,,,share of followed cars,MEASURED,analysis/readiness_mot_id_report.md,...whose odometer has not gone backwards >> Figure,,2026-09-21,"UK DVSA anonymised MOT extracts, Open Government Licence v3.0. DVSA's user guide states the id is derived from the registration and the VIN; this is the measurement rather than the claim. It is what makes layer 2 possible at all. The 0.71% that fall are mis-keyed or rolled-back readings, which is why DfT's own note on MOT odometers cleans pairs before annualising. Not evidence against the id.",Context
rd_model_auc,"Learned readiness model, AUC on held-out cars",0.723,,,AUC,MEASURED,analysis/readiness_model_report.md,"Learned, every field >> AUC",,2026-09-21,"UK MOT panel: 759,541 cars tested March 2024, followed to July 2025, 8.67% never tested again. A quarter sample by a mixing hash of the vehicle id (sampling the raw id gives old, worn-out cars). 30% held out on a fixed seed. PREDICTS A CAR LEAVING THE FLEET, NOT A CUSTOMER REPLACING IT: the MOT register has no keeper, no contract and no price. Well calibrated: predicted and actual agree within 0.3 points across all ten risk deciles. Now includes a tier of prior-year test history (the public stand-in for a service record), which took it from 0.712 to 0.723.",Context
rd_model_lift10,"Learned model, leavers in the top tenth against average",3.34,,,times,MEASURED,analysis/readiness_model_report.md,"Learned, every field >> Lift, top 10%",,2026-09-21,"UK MOT panel: 759,541 cars tested March 2024, followed to July 2025, 8.67% never tested again. A quarter sample by a mixing hash of the vehicle id (sampling the raw id gives old, worn-out cars). 30% held out on a fixed seed. PREDICTS A CAR LEAVING THE FLEET, NOT A CUSTOMER REPLACING IT: the MOT register has no keeper, no contract and no price. Against 2.86x for the two-layer engine: about 12% more leavers for the same number of calls. Was 3.20x before the history tier.",Context
rd_engine_auc,The two-layer engine's AUC on the same cars,0.694,,,AUC,MEASURED,analysis/readiness_model_report.md,The two-layer engine (age x mileage) >> AUC,,2026-09-21,"UK MOT panel: 759,541 cars tested March 2024, followed to July 2025, 8.67% never tested again. A quarter sample by a mixing hash of the vehicle id (sampling the raw id gives old, worn-out cars). 30% held out on a fixed seed. PREDICTS A CAR LEAVING THE FLEET, NOT A CUSTOMER REPLACING IT: the MOT register has no keeper, no contract and no price. Age alone gives 0.664. Most of the gain is age and mileage; every other public field is worth a further +0.018. Quote with rd_model_auc or it overstates what a modelling programme buys.",Context
rd_model_net_auc,A neural network on the same fields,0.703,,,AUC,MEASURED,analysis/readiness_model_report.md,"Neural net, every field >> AUC",,2026-09-21,"UK MOT panel: 759,541 cars tested March 2024, followed to July 2025, 8.67% never tested again. A quarter sample by a mixing hash of the vehicle id (sampling the raw id gives old, worn-out cars). 30% held out on a fixed seed. PREDICTS A CAR LEAVING THE FLEET, NOT A CUSTOMER REPLACING IT: the MOT register has no keeper, no contract and no price. Boosted trees beat it (0.712). Included because it is the first thing anyone asks; on a table of ten columns trees are the right tool and this is the measurement.",Context
rd_model_auc_young,Learned model on cars aged three to six,0.615,,,AUC,MEASURED,analysis/readiness_model_report.md,aged 3-6 >> AUC,,2026-09-21,"UK MOT panel: 759,541 cars tested March 2024, followed to July 2025, 8.67% never tested again. A quarter sample by a mixing hash of the vehicle id (sampling the raw id gives old, worn-out cars). 30% held out on a fixed seed. PREDICTS A CAR LEAVING THE FLEET, NOT A CUSTOMER REPLACING IT: the MOT register has no keeper, no contract and no price. The weakest slice, and the one a lease book is made of. Public data can see why an old car dies; it cannot see why a young one changes hands, because that is a contract date and an equity position. The engine is weakest exactly where the group's own data would be strongest. Was 0.604 before the history tier.",Context
rd_advert_auc_age,"Telling an advert from a car on the road, age only",0.662,,,AUC,MEASURED,analysis/readiness_advert_model_report.md,Age only >> AUC,,2026-09-21,"A classifier trained to tell 354,112 UK adverts of October 2022 from 3,095,658 MOT tests of the September-November parc - the density-ratio estimator done with a model. Both sides rounded to the nearest thousand miles first, because 30.9% of advert mileages are exact multiples of a thousand against 0.11% of MOT readings and the model would otherwise identify the file from the digits. ",Context
rd_advert_auc_mileage,...adding the odometer,0.671,,,AUC,MEASURED,analysis/readiness_advert_model_report.md,"Age, odometer, odometer against the cohort >> AUC",,2026-09-21,"A classifier trained to tell 354,112 UK adverts of October 2022 from 3,095,658 MOT tests of the September-November parc - the density-ratio estimator done with a model. Both sides rounded to the nearest thousand miles first, because 30.9% of advert mileages are exact multiples of a thousand against 0.11% of MOT readings and the model would otherwise identify the file from the digits. Mileage is worth +0.009 over age. Confirms the 0.041 elasticity in readiness_mileage_report.md by a second method free to find any shape: mileage does not predict coming to market.",Context
rd_advert_auc_all,...adding make and fuel,0.722,,,AUC,MEASURED,analysis/readiness_advert_model_report.md,...and make and fuel >> AUC,,2026-09-21,"A classifier trained to tell 354,112 UK adverts of October 2022 from 3,095,658 MOT tests of the September-November parc - the density-ratio estimator done with a model. Both sides rounded to the nearest thousand miles first, because 30.9% of advert mileages are exact multiples of a thousand against 0.11% of MOT readings and the model would otherwise identify the file from the digits. DO NOT READ THE +0.051 AS A REPLACEMENT SIGNAL. A density ratio over makes is only that if the adverts fairly sample the cars coming to market; they are one site's stock and its brand mix is not the fleet's. Where the outcome IS observed per car (rd_model_auc) make is worth +0.002, against +0.082 here - the gap is about the files.",Context
up_gap_vs_response,"Best uplift model against the ordinary response model, top decile",-0.14,-3.36,2.88,percentage points,MEASURED,analysis/uplift_engine_report.md,"Best uplift model against the response model, top decile >> Figure",,2026-09-21,"MineThatData / Hillstrom 2008 e-mail trial, 64,000 customers, randomised by the publisher, 32,103 held out, 400-draw bootstrap. The range contains zero: uplift modelling does not beat a plain response model here. A 2008 clothing retailer and a website visit, not cars and not a purchase - no coefficient transfers. Quoted in section 7.4 of the solution document as the reason to measure before assuming.",Context
rd_model_within_age_auc,"Learned model, ranking cars of the SAME age",0.667,,,AUC,MEASURED,analysis/readiness_model_report.md,"Learned, every field >> Within-age AUC",,2026-09-21,"The measure that matters for a call list, which is built from cars of similar age. Age alone scores 0.500 here by construction; mileage takes it to 0.618, what the car is to 0.643, and a year of history to 0.667. Global AUC understates what the extra fields buy because age already separates most pairs.",Context
rd_model_within_age_engine,"The two-layer engine, ranking cars of the same age",0.618,,,AUC,MEASURED,analysis/readiness_model_report.md,The two-layer engine (age x mileage) >> Within-age AUC,,2026-09-21,"Quote with rd_model_within_age_auc: within an age band the learned model is worth +0.049 over the engine, against +0.029 on global AUC. The extra fields matter more than a headline AUC suggests.",Context
rd_nl_make_spread,Spread in keeper-change rate across makes at the peak age,1.75,,,ratio,MEASURED,analysis/readiness_base_report.md,Spread across makes at one age >> Figure,,2026-09-21,"RDW register, 12 months to Sept 2026, cars first registered in NL when new, makes with at least 3,000 cars of the 2021 registration year - so every car compared is exactly five years old. A keeper change is not a sale to a new customer. This is the answer to 'so only age matters': at one age the makes differ by 60%. It is why the engine needs a layer beyond the age curve. Across all 24 makes with 3,000+ cars of that year; the deck figure shows the fifteen largest, where the spread is 1.60x (rd_nl_make15_spread).",Context
rd_nl_make_lo,Lowest make at the peak age,19.8,,,% a year,MEASURED,analysis/readiness_base_report.md,Lowest make at the peak age >> Figure,,2026-09-21,"RDW register, 12 months to Sept 2026, cars first registered in NL when new, makes with at least 3,000 cars of the 2021 registration year - so every car compared is exactly five years old. A keeper change is not a sale to a new customer. ",Context
rd_nl_make_hi,Highest make at the peak age,34.8,,,% a year,MEASURED,analysis/readiness_base_report.md,Highest make at the peak age >> Figure,,2026-09-21,"RDW register, 12 months to Sept 2026, cars first registered in NL when new, makes with at least 3,000 cars of the 2021 registration year - so every car compared is exactly five years old. A keeper change is not a sale to a new customer. ",Context
rd_nl_group_make_lo,"Group brands, lowest at the peak age",22.8,,,% a year,MEASURED,analysis/readiness_base_report.md,"Group brands, lowest >> Figure",,2026-09-21,"RDW register, 12 months to Sept 2026, cars first registered in NL when new, makes with at least 3,000 cars of the 2021 registration year - so every car compared is exactly five years old. A keeper change is not a sale to a new customer. The group's own four brands differ from each other by 43% at one age.",Context
rd_nl_group_make_hi,"Group brands, highest at the peak age",32.7,,,% a year,MEASURED,analysis/readiness_base_report.md,"Group brands, highest >> Figure",,2026-09-21,"RDW register, 12 months to Sept 2026, cars first registered in NL when new, makes with at least 3,000 cars of the 2021 registration year - so every car compared is exactly five years old. A keeper change is not a sale to a new customer. ",Context
rd_nl_make15_spread,Spread across the fifteen largest makes at the peak age,1.60,,,ratio,MEASURED,analysis/readiness_base_report.md,Spread across the fifteen largest makes >> Figure,,2026-09-21,"The figure in Case4_Deck_Figure_AI_Alt_SameAge quotes this one, because fifteen rows is what the block has room for. Across all 24 qualifying makes it is 1.75x (rd_nl_make_spread). Same register, same age, same twelve months.",Context
